Ulasan,Tanggal_Ulasan,Label,lokasi,hasil_ulasan,cleaning,tokenisasi,normalisasi,stopword
"Jauh sih dari kota, tapi tempat ini bagus buat liat sunset. Pasirnya bagus dan cocok buat wisata keluarga",4 tahun lalu,Positif,pantai lombang,"jauh sih dari kota, tapi tempat ini bagus buat liat sunset. pasirnya bagus dan cocok buat wisata keluarga","jauh sih dari kota, tapi tempat ini bagus buat liat sunset. pasirnya bagus dan cocok buat wisata keluarga","['jauh', 'sih', 'dari', 'kota', ',', 'tapi', 'tempat', 'ini', 'bagus', 'buat', 'liat', 'sunset', '.', 'pasirnya', 'bagus', 'dan', 'cocok', 'buat', 'wisata', 'keluarga']","['jauh', 'sih', 'dari', 'kota', ',', 'tapi', 'tempat', 'ini', 'bagus', 'buat', 'lihat', 'sunset', '.', 'pasirnya', 'bagus', 'dan', 'cocok', 'buat', 'wisata', 'keluarga']","['sih', 'kota', ',', 'tapi', 'bagus', 'lihat', 'sunset', '.', 'pasirnya', 'bagus', 'cocok', 'wisata', 'keluarga']"
"Pemandangan pantai ny sangat bagus n indah, banyak pohon cemara udang,, asri n bersih pantai ny,,,",4 tahun lalu,Positif,pantai lombang,"pemandangan pantai ny sangat bagus n indah, banyak pohon cemara udang,, asri n bersih pantai ny,,,","pemandangan pantai ny sangat bagus n indah, banyak pohon cemara udang,, asri n bersih pantai ny,,,","['pemandangan', 'pantai', 'ny', 'sangat', 'bagus', 'n', 'indah', ',', 'banyak', 'pohon', 'cemara', 'udang', ',', ',', 'asri', 'n', 'bersih', 'pantai', 'ny', ',', ',', ',']","['pemandangan', 'pantai', 'ny', 'sangat', 'bagus', 'dan', 'indah', ',', 'banyak', 'pohon', 'cemara', 'udang', ',', ',', 'asri', 'dan', 'bersih', 'pantai', 'ny', ',', ',', ',']","['pemandangan', 'pantai', 'ny', 'sangat', 'bagus', 'indah', ',', 'pohon', 'cemara', 'udang', ',', ',', 'asri', 'bersih', 'pantai', 'ny', ',', ',', ',']"
"Tepi pantai full cemara udang, adeem...
Pantai bersih dengan pasir berwarna coklat muda...",4 tahun lalu,Positif,pantai lombang,"tepi pantai full cemara udang, adeem...
pantai bersih dengan pasir berwarna coklat muda...","tepi pantai full cemara udang, adeem... pantai bersih dengan pasir berwarna coklat muda...","['tepi', 'pantai', 'full', 'cemara', 'udang', ',', 'adeem', '...', 'pantai', 'bersih', 'dengan', 'pasir', 'berwarna', 'coklat', 'muda', '...']","['tepi', 'pantai', 'full', 'cemara', 'udang', ',', 'adeem', '...', 'pantai', 'bersih', 'dengan', 'pasir', 'berwarna', 'coklat', 'muda', '...']","['tepi', 'pantai', 'full', 'cemara', 'udang', ',', 'adeem', '...', 'pantai', 'bersih', 'pasir', 'berwarna', 'coklat', 'muda', '...']"
"Kurang nyaman karena kebersihan kurang dijaga, banyak sampah² yang berserakan terutama sampah plastik 🙏🙏🙏 …",4 tahun lalu,Negatif,pantai lombang,"kurang nyaman karena kebersihan kurang dijaga, banyak sampah² yang berserakan terutama sampah plastik 🙏🙏🙏 …","kurang nyaman karena kebersihan kurang dijaga, banyak sampah? yang berserakan terutama sampah plastik ??? ?","['kurang', 'nyaman', 'karena', 'kebersihan', 'kurang', 'dijaga', ',', 'banyak', 'sampah', '?', 'yang', 'berserakan', 'terutama', 'sampah', 'plastik', '?', '?', '?', '?']","['kurang', 'nyaman', 'karena', 'kebersihan', 'kurang', 'dijaga', ',', 'banyak', 'sampah', '?', 'yang', 'berserakan', 'terutama', 'sampah', 'plastik', '?', '?', '?', '?']","['nyaman', 'kebersihan', 'dijaga', ',', 'sampah', '?', 'berserakan', 'sampah', 'plastik', '?', '?', '?', '?']"
 toiletnya kotor dan masih susah air,4 tahun lalu,Negatif,pantai lombang, toiletnya kotor dan masih susah air,toiletnya kotor dan masih susah air,"['toiletnya', 'kotor', 'dan', 'masih', 'susah', 'air']","['toiletnya', 'kotor', 'dan', 'masih', 'susah', 'air']","['toiletnya', 'kotor', 'susah', 'air']"
"Fasilitas toilet dr pemerintah tersedia, namun tidak bisa digunakan.",4 tahun lalu,Negatif,pantai lombang,"fasilitas toilet dr pemerintah tersedia, namun tidak bisa digunakan.","fasilitas toilet dr pemerintah tersedia, namun tidak bisa digunakan.","['fasilitas', 'toilet', 'dr', 'pemerintah', 'tersedia', ',', 'namun', 'tidak', 'bisa', 'digunakan', '.']","['fasilitas', 'toilet', 'dari', 'pemerintah', 'tersedia', ',', 'namun', 'tidak', 'bisa', 'digunakan', '.']","['fasilitas', 'toilet', 'pemerintah', 'tersedia', ',', 'tidak', '.']"
Luas dan sejuk sangat menyenangkan.,setahun lalu,Positif,pantai lombang,luas dan sejuk sangat menyenangkan.,luas dan sejuk sangat menyenangkan.,"['luas', 'dan', 'sejuk', 'sangat', 'menyenangkan', '.']","['luas', 'dan', 'sejuk', 'sangat', 'menyenangkan', '.']","['luas', 'sejuk', 'sangat', 'menyenangkan', '.']"
Percuma fotonya bagus² tapi kalo terlihat ada sampahnya jadi jelek.. 🤭 …,4 tahun lalu,Negatif,pantai lombang,percuma fotonya bagus² tapi kalo terlihat ada sampahnya jadi jelek.. 🤭 …,percuma fotonya bagus? tapi kalo terlihat ada sampahnya jadi jelek.. ? ?,"['percuma', 'fotonya', 'bagus', '?', 'tapi', 'kalo', 'terlihat', 'ada', 'sampahnya', 'jadi', 'jelek', '..', '?', '?']","['percuma', 'fotonya', 'bagus', '?', 'tapi', 'kalau', 'terlihat', 'ada', 'sampahnya', 'jadi', 'jelek', '..', '?', '?']","['fotonya', 'bagus', '?', 'tapi', 'sampahnya', 'jelek', '..', '?', '?']"
pantainya itu asik dan refreshing ke tubuh tapi tolong di bersiin itu pinggir pantainya OK,3 tahun lalu,Positif,pantai lombang,pantainya itu asik dan refreshing ke tubuh tapi tolong di bersiin itu pinggir pantainya ok,pantainya itu asik dan refreshing ke tubuh tapi tolong di bersiin itu pinggir pantainya ok,"['pantainya', 'itu', 'asik', 'dan', 'refreshing', 'ke', 'tubuh', 'tapi', 'tolong', 'di', 'bersiin', 'itu', 'pinggir', 'pantainya', 'ok']","['pantainya', 'itu', 'asik', 'dan', 'refreshing', 'ke', 'tubuh', 'tapi', 'tolong', 'di', 'bersiin', 'itu', 'pinggir', 'pantainya', 'ok']","['pantainya', 'asik', 'refreshing', 'tubuh', 'tapi', 'tolong', 'bersiin', 'pinggir', 'pantainya', 'ok']"
Di kasih pengumuman dong kalau tutup udah jauh2 kecewa,2 tahun lalu,Negatif,pantai lombang,di kasih pengumuman dong kalau tutup udah jauh2 kecewa,di kasih pengumuman dong kalau tutup udah jauh kecewa,"['di', 'kasih', 'pengumuman', 'dong', 'kalau', 'tutup', 'udah', 'jauh', 'kecewa']","['di', 'kasih', 'pengumuman', 'dong', 'kalau', 'tutup', 'sudah', 'jauh', 'kecewa']","['kasih', 'pengumuman', 'tutup', 'kecewa']"
Banyak Peningkatan.. Hanya aroma tidak sedap dari kencing Kuda yg mengganggu ke asyikan,3 tahun lalu,Negatif,pantai lombang,banyak peningkatan.. hanya aroma tidak sedap dari kencing kuda yg mengganggu ke asyikan,banyak peningkatan.. hanya aroma tidak sedap dari kencing kuda yg mengganggu ke asyikan,"['banyak', 'peningkatan', '..', 'hanya', 'aroma', 'tidak', 'sedap', 'dari', 'kencing', 'kuda', 'yg', 'mengganggu', 'ke', 'asyikan']","['banyak', 'peningkatan', '..', 'hanya', 'aroma', 'tidak', 'sedap', 'dari', 'kencing', 'kuda', 'yang', 'mengganggu', 'ke', 'asyikan']","['peningkatan', '..', 'aroma', 'tidak', 'sedap', 'kencing', 'kuda', 'mengganggu', 'asyikan']"
Pantainya sanggat indah ... anginya... bikin sejuk banyak pohon cemaranyaa  .,3 tahun lalu,Positif,pantai lombang,pantainya sanggat indah ... anginya... bikin sejuk banyak pohon cemaranyaa  .,pantainya sanggat indah ... anginya... bikin sejuk banyak pohon cemaranyaa .,"['pantainya', 'sanggat', 'indah', '...', 'anginya', '...', 'bikin', 'sejuk', 'banyak', 'pohon', 'cemaranyaa', '.']","['pantainya', 'sanggat', 'indah', '...', 'anginya', '...', 'bikin', 'sejuk', 'banyak', 'pohon', 'cemaranyaa', '.']","['pantainya', 'sanggat', 'indah', '...', 'anginya', '...', 'bikin', 'sejuk', 'pohon', 'cemaranyaa', '.']"
Pantai Lombang begitu teduh dengan pohon cemara. Dijamin pasti betah berlama-lama di pantai ini.,3 tahun lalu,Positif,pantai lombang,pantai lombang begitu teduh dengan pohon cemara. dijamin pasti betah berlama-lama di pantai ini.,pantai lombang begitu teduh dengan pohon cemara. dijamin pasti betah berlama-lama di pantai ini.,"['pantai', 'lombang', 'begitu', 'teduh', 'dengan', 'pohon', 'cemara', '.', 'dijamin', 'pasti', 'betah', 'berlama-lama', 'di', 'pantai', 'ini', '.']","['pantai', 'lombang', 'begitu', 'teduh', 'dengan', 'pohon', 'cemara', '.', 'dijamin', 'pasti', 'betah', 'berlama-lama', 'di', 'pantai', 'ini', '.']","['pantai', 'lombang', 'teduh', 'pohon', 'cemara', '.', 'dijamin', 'betah', 'berlama-lama', 'pantai', '.']"
Tempat bagus bersih ciri khasnya banyak pohon cemara,2 tahun lalu,Positif,pantai lombang,tempat bagus bersih ciri khasnya banyak pohon cemara,tempat bagus bersih ciri khasnya banyak pohon cemara,"['tempat', 'bagus', 'bersih', 'ciri', 'khasnya', 'banyak', 'pohon', 'cemara']","['tempat', 'bagus', 'bersih', 'ciri', 'khasnya', 'banyak', 'pohon', 'cemara']","['bagus', 'bersih', 'ciri', 'khasnya', 'pohon', 'cemara']"
Pantainya bagus banget,4 tahun lalu,Positif,pantai lombang,pantainya bagus banget,pantainya bagus banget,"['pantainya', 'bagus', 'banget']","['pantainya', 'bagus', 'banget']","['pantainya', 'bagus', 'banget']"
Selalu ramai saat libur lebaran,setahun lalu,Positif,pantai lombang,selalu ramai saat libur lebaran,selalu ramai saat libur lebaran,"['selalu', 'ramai', 'saat', 'libur', 'lebaran']","['selalu', 'ramai', 'saat', 'libur', 'lebaran']","['ramai', 'libur', 'lebaran']"
"Pantai dengan Pasir Putih yg Banyak Ditumbuhi Pohon Cemara Udang Disekelilingnya,, Oke..",4 tahun lalu,Positif,pantai lombang,"pantai dengan pasir putih yg banyak ditumbuhi pohon cemara udang disekelilingnya,, oke..","pantai dengan pasir putih yg banyak ditumbuhi pohon cemara udang disekelilingnya,, oke..","['pantai', 'dengan', 'pasir', 'putih', 'yg', 'banyak', 'ditumbuhi', 'pohon', 'cemara', 'udang', 'disekelilingnya', ',', ',', 'oke', '..']","['pantai', 'dengan', 'pasir', 'putih', 'yang', 'banyak', 'ditumbuhi', 'pohon', 'cemara', 'udang', 'disekelilingnya', ',', ',', 'oke', '..']","['pantai', 'pasir', 'putih', 'ditumbuhi', 'pohon', 'cemara', 'udang', 'disekelilingnya', ',', ',', 'oke', '..']"
Tempatnya Bagus,2 tahun lalu,Positif,pantai lombang,tempatnya bagus,tempatnya bagus,"['tempatnya', 'bagus']","['tempatnya', 'bagus']","['tempatnya', 'bagus']"
Tempat liburan yang nyaman dan bagus,setahun lalu,Positif,pantai lombang,tempat liburan yang nyaman dan bagus,tempat liburan yang nyaman dan bagus,"['tempat', 'liburan', 'yang', 'nyaman', 'dan', 'bagus']","['tempat', 'liburan', 'yang', 'nyaman', 'dan', 'bagus']","['liburan', 'nyaman', 'bagus']"
Tempat wisatanya bagus untuk daerah kabupaten Sumenep....,3 tahun lalu,Positif,pantai lombang,tempat wisatanya bagus untuk daerah kabupaten sumenep....,tempat wisatanya bagus untuk daerah kabupaten sumenep....,"['tempat', 'wisatanya', 'bagus', 'untuk', 'daerah', 'kabupaten', 'sumenep', '....']","['tempat', 'wisatanya', 'bagus', 'untuk', 'daerah', 'kabupaten', 'sumenep', '....']","['wisatanya', 'bagus', 'daerah', 'kabupaten', 'sumenep', '....']"
Pantai yang selalu indah dan menjadi ikon wisata ujung timur pulau Madura,3 tahun lalu,Positif,pantai lombang,pantai yang selalu indah dan menjadi ikon wisata ujung timur pulau madura,pantai yang selalu indah dan menjadi ikon wisata ujung timur pulau madura,"['pantai', 'yang', 'selalu', 'indah', 'dan', 'menjadi', 'ikon', 'wisata', 'ujung', 'timur', 'pulau', 'madura']","['pantai', 'yang', 'selalu', 'indah', 'dan', 'menjadi', 'lambang', 'wisata', 'ujung', 'timur', 'pulau', 'madura']","['pantai', 'indah', 'lambang', 'wisata', 'ujung', 'timur', 'pulau', 'madura']"
Pasir putih seperti dikuta bali hanya sayang kurang fasilitas. Bgs lombanng drpd kuta bali,3 tahun lalu,Positif,pantai lombang,pasir putih seperti dikuta bali hanya sayang kurang fasilitas. bgs lombanng drpd kuta bali,pasir putih seperti dikuta bali hanya sayang kurang fasilitas. bgs lombanng drpd kuta bali,"['pasir', 'putih', 'seperti', 'dikuta', 'bali', 'hanya', 'sayang', 'kurang', 'fasilitas', '.', 'bgs', 'lombanng', 'drpd', 'kuta', 'bali']","['pasir', 'putih', 'seperti', 'dikuta', 'bali', 'hanya', 'sayang', 'kurang', 'fasilitas', '.', 'bagus', 'lombanng', 'daripada', 'kuta', 'bali']","['pasir', 'putih', 'dikuta', 'bali', 'sayang', 'fasilitas', '.', 'bagus', 'lombanng', 'kuta', 'bali']"
jalan masuk menuju gerbang tiket belum diaspal,4 tahun lalu,Negatif,pantai lombang,jalan masuk menuju gerbang tiket belum diaspal,jalan masuk menuju gerbang tiket belum diaspal,"['jalan', 'masuk', 'menuju', 'gerbang', 'tiket', 'belum', 'diaspal']","['jalan', 'masuk', 'menuju', 'gerbang', 'tiket', 'belum', 'diaspal']","['jalan', 'masuk', 'gerbang', 'tiket', 'diaspal']"
Wihhh pantainya sangat indahh n bertebaran cemara udang ..persis d negri dongeng....,4 tahun lalu,Positif,pantai lombang,wihhh pantainya sangat indahh n bertebaran cemara udang ..persis d negri dongeng....,wihhh pantainya sangat indahh n bertebaran cemara udang ..persis d negri dongeng....,"['wihhh', 'pantainya', 'sangat', 'indahh', 'n', 'bertebaran', 'cemara', 'udang', '..', 'persis', 'd', 'negri', 'dongeng', '....']","['wihhh', 'pantainya', 'sangat', 'indahh', 'dan', 'bertebaran', 'cemara', 'udang', '..', 'persis', 'di', 'negri', 'dongeng', '....']","['wihhh', 'pantainya', 'sangat', 'indahh', 'bertebaran', 'cemara', 'udang', '..', 'persis', 'negri', 'dongeng', '....']"
 masih banyak sampah yg berserakan,4 tahun lalu,Negatif,pantai lombang, masih banyak sampah yg berserakan,masih banyak sampah yg berserakan,"['masih', 'banyak', 'sampah', 'yg', 'berserakan']","['masih', 'banyak', 'sampah', 'yang', 'berserakan']","['sampah', 'berserakan']"
Bagus banget... dingin tempatnya....,2 tahun lalu,Positif,pantai lombang,bagus banget... dingin tempatnya....,bagus banget... dingin tempatnya....,"['bagus', 'banget', '...', 'dingin', 'tempatnya', '....']","['bagus', 'banget', '...', 'dingin', 'tempatnya', '....']","['bagus', 'banget', '...', 'dingin', 'tempatnya', '....']"
"bersih pantainya, kl weekdays sepi, mungkin ramenya kl weekend",4 tahun lalu,Positif,pantai lombang,"bersih pantainya, kl weekdays sepi, mungkin ramenya kl weekend","bersih pantainya, kl weekdays sepi, mungkin ramenya kl weekend","['bersih', 'pantainya', ',', 'kl', 'weekdays', 'sepi', ',', 'mungkin', 'ramenya', 'kl', 'weekend']","['bersih', 'pantainya', ',', 'kalau', 'weekdays', 'sepi', ',', 'mungkin', 'ramenya', 'kalau', 'weekend']","['bersih', 'pantainya', ',', 'weekdays', 'sepi', ',', 'ramenya', 'weekend']"
Sangat direkomendasikan untuk dikunjungi,4 tahun lalu,Positif,pantai lombang,sangat direkomendasikan untuk dikunjungi,sangat direkomendasikan untuk dikunjungi,"['sangat', 'direkomendasikan', 'untuk', 'dikunjungi']","['sangat', 'direkomendasikan', 'untuk', 'dikunjungi']","['sangat', 'direkomendasikan', 'dikunjungi']"
"Tempatnya bagus, pemandangannya cantik banget",3 tahun lalu,Positif,pantai lombang,"tempatnya bagus, pemandangannya cantik banget","tempatnya bagus, pemandangannya cantik banget","['tempatnya', 'bagus', ',', 'pemandangannya', 'cantik', 'banget']","['tempatnya', 'bagus', ',', 'pemandangannya', 'cantik', 'banget']","['tempatnya', 'bagus', ',', 'pemandangannya', 'cantik', 'banget']"
Keren banget pantainya 😍 …,2 tahun lalu,Positif,pantai lombang,keren banget pantainya 😍 …,keren banget pantainya ? ?,"['keren', 'banget', 'pantainya', '?', '?']","['keren', 'banget', 'pantainya', '?', '?']","['keren', 'banget', 'pantainya', '?', '?']"
Tempatnya asyik,4 tahun lalu,Positif,pantai lombang,tempatnya asyik,tempatnya asyik,"['tempatnya', 'asyik']","['tempatnya', 'asyik']","['tempatnya', 'asyik']"
"Kebersihannya sekarang mulai menurun, kurang terawat juga.",3 tahun lalu,Negatif,pantai lombang,"kebersihannya sekarang mulai menurun, kurang terawat juga.","kebersihannya sekarang mulai menurun, kurang terawat juga.","['kebersihannya', 'sekarang', 'mulai', 'menurun', ',', 'kurang', 'terawat', 'juga', '.']","['kebersihannya', 'sekarang', 'mulai', 'menurun', ',', 'kurang', 'terawat', 'juga', '.']","['kebersihannya', 'menurun', ',', 'terawat', '.']"
"Pantai yg panjang,pasir lembut, cemara udang bikin teduh,ombak kecil",3 tahun lalu,Positif,pantai lombang,"pantai yg panjang,pasir lembut, cemara udang bikin teduh,ombak kecil","pantai yg panjang,pasir lembut, cemara udang bikin teduh,ombak kecil","['pantai', 'yg', 'panjang', ',', 'pasir', 'lembut', ',', 'cemara', 'udang', 'bikin', 'teduh', ',', 'ombak', 'kecil']","['pantai', 'yang', 'panjang', ',', 'pasir', 'lembut', ',', 'cemara', 'udang', 'bikin', 'teduh', ',', 'ombak', 'kecil']","['pantai', ',', 'pasir', 'lembut', ',', 'cemara', 'udang', 'bikin', 'teduh', ',', 'ombak']"
"pantai supermantap, di tingkatkan lagi untuk wash and clean",3 tahun lalu,Positif,pantai lombang,"pantai supermantap, di tingkatkan lagi untuk wash and clean","pantai supermantap, di tingkatkan lagi untuk wash and clean","['pantai', 'supermantap', ',', 'di', 'tingkatkan', 'lagi', 'untuk', 'wash', 'and', 'clean']","['pantai', 'supermantap', ',', 'di', 'tingkatkan', 'lagi', 'untuk', 'wash', 'and', 'clean']","['pantai', 'supermantap', ',', 'tingkatkan', 'wash', 'and', 'clean']"
Pantai lombang sangat menarik dan patut untuk di kunjungi,3 tahun lalu,Positif,pantai lombang,pantai lombang sangat menarik dan patut untuk di kunjungi,pantai lombang sangat menarik dan patut untuk di kunjungi,"['pantai', 'lombang', 'sangat', 'menarik', 'dan', 'patut', 'untuk', 'di', 'kunjungi']","['pantai', 'lombang', 'sangat', 'menarik', 'dan', 'patut', 'untuk', 'di', 'kunjungi']","['pantai', 'lombang', 'sangat', 'menarik', 'patut', 'kunjungi']"
pulangnya magrip gelap sekali kurang penerangan mohon diperhatikan,3 tahun lalu,Negatif,pantai lombang,pulangnya magrip gelap sekali kurang penerangan mohon diperhatikan,pulangnya magrip gelap sekali kurang penerangan mohon diperhatikan,"['pulangnya', 'magrip', 'gelap', 'sekali', 'kurang', 'penerangan', 'mohon', 'diperhatikan']","['pulangnya', 'magrip', 'gelap', 'sekali', 'kurang', 'penerangan', 'mohon', 'diperhatikan']","['pulangnya', 'magrip', 'gelap', 'penerangan', 'mohon', 'diperhatikan']"
Tempatnya sangat bagus apalagi sore hari,3 tahun lalu,Positif,pantai lombang,tempatnya sangat bagus apalagi sore hari,tempatnya sangat bagus apalagi sore hari,"['tempatnya', 'sangat', 'bagus', 'apalagi', 'sore', 'hari']","['tempatnya', 'sangat', 'bagus', 'apalagi', 'sore', 'hari']","['tempatnya', 'sangat', 'bagus', 'sore']"
Tempat sampah kurang memadahi untuk menjaga kebersihan,4 tahun lalu,Negatif,pantai lombang,tempat sampah kurang memadahi untuk menjaga kebersihan,tempat sampah kurang memadahi untuk menjaga kebersihan,"['tempat', 'sampah', 'kurang', 'memadahi', 'untuk', 'menjaga', 'kebersihan']","['tempat', 'sampah', 'kurang', 'memadahi', 'untuk', 'menjaga', 'kebersihan']","['sampah', 'memadahi', 'menjaga', 'kebersihan']"
Bagus. Indah. Khusus weekend banyak pedagangnya,4 tahun lalu,Positif,pantai lombang,bagus. indah. khusus weekend banyak pedagangnya,bagus. indah. khusus weekend banyak pedagangnya,"['bagus', '.', 'indah', '.', 'khusus', 'weekend', 'banyak', 'pedagangnya']","['bagus', '.', 'indah', '.', 'khusus', 'weekend', 'banyak', 'pedagangnya']","['bagus', '.', 'indah', '.', 'khusus', 'weekend', 'pedagangnya']"
Pantai sejuk dan nyaman,2 tahun lalu,Positif,pantai lombang,pantai sejuk dan nyaman,pantai sejuk dan nyaman,"['pantai', 'sejuk', 'dan', 'nyaman']","['pantai', 'sejuk', 'dan', 'nyaman']","['pantai', 'sejuk', 'nyaman']"
"Pantai bagus, tempat untuk istirahat nyaman dan bersih",4 tahun lalu,Positif,pantai lombang,"pantai bagus, tempat untuk istirahat nyaman dan bersih","pantai bagus, tempat untuk istirahat nyaman dan bersih","['pantai', 'bagus', ',', 'tempat', 'untuk', 'istirahat', 'nyaman', 'dan', 'bersih']","['pantai', 'bagus', ',', 'tempat', 'untuk', 'istirahat', 'nyaman', 'dan', 'bersih']","['pantai', 'bagus', ',', 'istirahat', 'nyaman', 'bersih']"
Pantai yg sejuk dengan hutan cemara udang,4 tahun lalu,Positif,pantai lombang,pantai yg sejuk dengan hutan cemara udang,pantai yg sejuk dengan hutan cemara udang,"['pantai', 'yg', 'sejuk', 'dengan', 'hutan', 'cemara', 'udang']","['pantai', 'yang', 'sejuk', 'dengan', 'hutan', 'cemara', 'udang']","['pantai', 'sejuk', 'hutan', 'cemara', 'udang']"
